,Unnamed: 0,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating
29731,249,34227,4.0,45.0,10.0,2.0,45.0,Blox,2008,Walter Pepperle,Abstract Strategy,,"Jürgen P. Grunau,Wolfgang Kramer,Hans Raggan",,Hand Management,Ravensburger,552,6.56641
29749,267,34255,4.0,60.0,10.0,2.0,60.0,Deukalion,2008,Greg Call,"Fighting,Mythology,Nautical,Transportation,Travel",,"Wilfried Lepuschitz,Arno Steinwender","Admin: Better Description Needed!,Components: Meeples (Blue),Components: Meeples (Green),Components: Meeples (Red),Components: Meeples (Yellow),Country: Cyprus,Country: Greece","Dice Rolling,Grid Movement,Pick-up and Deliver",Parker Spiele,208,5.94788
29770,288,34277,5.0,40.0,8.0,3.0,40.0,Gisborne: Die ersten Kartographen,2008,Michael Menzel,"Adventure,Racing,Travel",,Carlo A. Rossi,,"Action Queue,Area Movement",Clementoni,110,5.36455
29775,293,34284,8.0,30.0,12.0,3.0,30.0,Graffiti,2007,"Bascu,Antonio Catalán,Alicja Gapińska,Annette Nora Kara","Educational,Party Game,Word Game",,Jacques Zeimet,,Line Drawing,"999 Games,Devir,FoxGames,Gigamic,Giochi Uniti,Hobby Japan,HUCH!,Kaissa Chess & Games,Piatnik",208,6.40591
29787,305,34297,5.0,45.0,8.0,2.0,45.0,The Climbers,2008,Konstantin Vohwinkel,"Abstract Strategy,Racing",,Holger Lanz,"Components: 3-Dimensional (3D),Series: Simply Complex line (Capstone Games)","Modular Board,Three Dimensional Movement,Tile Placement","Capstone Games,Chili Spiele,999 Games,Mamute Jogos,Strategic Space",2854,6.84483
29809,327,34320,2.0,20.0,8.0,2.0,20.0,Shanghaien,2008,Christian Fiore,Pirates,,"Roman Pelek,Michael Schacht","Cities: Shanghai (China),Digital Implementations: Yucata,Players: Two Player Only Games","Dice Rolling,Set Collection",ABACUSSPIELE,1241,6.55101
29820,338,34334,2.0,50.0,0.0,2.0,50.0,Waterloo 20,2000,"John R. Cooper,John Cooper,Brian Train","Napoleonic,Wargame",Fading Glory,Joseph Miranda,"Country: Belgium,Players: Two Player Only Games,Series: Napoleonic 20 (Victory Point Games)","Dice Rolling,Hexagon Grid","Strategy Gaming Society,Victory Point Games",202,6.98812
29827,345,34342,6.0,90.0,12.0,2.0,90.0,Sorts,2006,,"Party Game,Trivia",,Craig Browne (I),,Betting and Bluffing,"Crown & Andrews Ltd.,Megableu,Piatnik,Sanoma Pro,University Games",138,5.69413
29854,372,34373,4.0,20.0,10.0,2.0,20.0,Tiki Topple,2008,"Dennis Lohausen,Will Terry","Abstract Strategy,Bluffing,Card Game",,Keith Meyers,"Misc: Mensa Select,Series: Easy Play (Schmidt Spiele),Theme: Tiki Culture,Theme: Tropical","Hand Management,Pattern Recognition","Educa Korea,Egmont Polska,Gamewright,Kanga Games,Nasza Księgarnia,Schmidt Spiele",2000,6.46069
29856,374,34375,4.0,15.0,8.0,2.0,15.0,Go Nuts!,2008,"Michelle Albano,Sam Ward","Animals,Children's Game,Dice,Number",,"Garrett J. Donner,Brian S. Spence,Michael S. Steer","Animals: Dogs,Animals: Squirrels","Dice Rolling,Push Your Luck","Game Factory,Gamewright",343,6.17006
29857,375,34376,8.0,20.0,8.0,4.0,20.0,Captain Clueless: Lost in the Caribbean,2008,"Fian Arroyo,Frank Riccio","Action / Dexterity,Exploration,Humor,Nautical,Party Game",,Ted Cheatham,Components: Blindfolds / Blackout Glasses,"Line Drawing,Team-Based Game",Gamewright,115,6.06838
29870,388,34390,4.0,15.0,0.0,2.0,15.0,Bakugan Battle Brawlers,2006,,"Action / Dexterity,Collectible Components,Fighting,Miniatures,Science Fiction",,Luke Peterschmidt,"Collectible: Collectible Miniatures Games,Theme: Anime / Manga,TV Shows: Bakugan","Area Majority / Influence,Hand Management,Modular Board","Sega Toys,Spin Master Ltd.",101,4.78861
29894,412,34419,2.0,45.0,12.0,2.0,45.0,Kheops,2008,"Josh Cappel,Christophe Swal","Ancient,Maze",,"Bruno Faidutti,Serge Laget",Players: Two Player Only Games,"Area Majority / Influence,Tile Placement","Tilsit,White Goblin Games",130,5.98215
29918,436,34444,6.0,60.0,9.0,2.0,60.0,Misterio,1984,Isidre Monés,"Deduction,Fantasy,Horror,Murder/Mystery",El Club de la Aventura,Pepe Pineda,,"Hand Management,Roll / Spin and Move","CEFA (Celulosa Fabril S. A.),Ruibal Hermanos S.A.",178,6.20081
29923,441,34450,6.0,30.0,0.0,2.0,30.0,Bluff,1973,,"Card Game,Dice",,Henri Sala,,"Card Drafting,Dice Rolling",Schmidt Spiele,139,6.55683
29964,482,34496,2.0,45.0,0.0,2.0,45.0,World of Warcraft Miniatures Game,2008,Mark Mcvey,"Adventure,Collectible Components,Fantasy,Miniatures,Video Game Theme",,"Edward Fear,John Fiorillo,Justin Gary,Matt Hyra,Anthony Shaheen,Patrick Sullivan (II)","Admin: Better Description Needed!,Collectible: Collectible Miniatures Games,Players: Two Player Only Games,Setting: Warcraft","Action Points,Area Movement,Dice Rolling,Hexagon Grid,Time Track","Blizzard Entertainment,Upper Deck Entertainment",759,6.63057
30032,50,34583,4.0,30.0,0.0,2.0,30.0,Set Cubed,2008,,"Abstract Strategy,Dice",Set Dice,Marsha J. Falco,Game: Set,"Dice Rolling,Pattern Building,Pattern Recognition","999 Games,AMIGO,Nordic Games GmbH,Set Enterprises, Inc.",374,5.30388
30034,52,34585,4.0,30.0,10.0,2.0,30.0,Keltis,2008,"Martin Hoffmann,Claus Stephan",,"Keltis (with Neue Wege, Neue Ziele)",Reiner Knizia,"Game: Lost Cities,Series: Native-art line (Kosmos)","Hand Management,Point to Point Movement,Set Collection","KOSMOS,999 Games,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Laser plus,Piatnik,Stupor Mundi,Wargames Club Publishing",5762,6.41436
30045,63,34599,4.0,60.0,10.0,2.0,45.0,Toledo,2008,Jo Hartwig,"Industry / Manufacturing,Medieval",,Martin Wallace,"Admin: Better Description Needed!,Country: Spain","Hand Management,Point to Point Movement,Worker Placement","Devir,Kaissa Chess & Games,KOSMOS,Lautapelit.fi,Mayfair Games,Sophisticated Games,Stupor Mundi,Ubik",2011,6.25894
30058,76,34615,5.0,45.0,8.0,2.0,45.0,New World: A Carcassonne Game,2008,Franz Vohwinkel,"City Building,Exploration",,Klaus-Jürgen Wrede,"Game: Carcassonne,History: Age of Discovery,Theme: Colonial","Area Majority / Influence,Tile Placement","Hans im Glück,999 Games,Bergsala Enigma (Enigma),Lautapelit.fi,Rio Grande Games,Schmidt France",2179,6.47561
30076,94,34635,4.0,90.0,10.0,2.0,60.0,Stone Age,2008,Michael Menzel,"Dice,Economic,Prehistoric",Stone Age: Anniversary,Bernd Brunnhofer,"Digital Implementations: Board Game Arena,Digital Implementations: Yucata,Game: Stone Age","Contracts,Dice Rolling,End Game Bonuses,Set Collection,Turn Order: Progressive,Worker Placement","Hans im Glück,999 Games,Asmodee,Bard Centrum Gier,Boardgame Space,Devir,Filosofia Éditions,Giochi Uniti,Hobby World,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lautapelit.fi,MINDOK,Oxygame,Piatnik,Rio Grande Games,Schmidt Spiele,Stupor Mundi,Swan Panasia Co., Ltd.,Z-Man Games, Inc.,Zvezda",45951,7.56155
30079,97,34639,1.0,60.0,0.0,1.0,60.0,The Dungeon of D,2008,,"Adventure,Card Game,Exploration,Fantasy,Print & Play",,Jack Darwid,"Category: Dungeon Crawler,Components: Multi-Use Cards,Players: Games with Solitaire Rules,Players: Solitaire Only Games,Series: D (JD Games)","Hand Management,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers",Jack Darwid Games,239,7.18895
30096,114,34659,2.0,360.0,0.0,1.0,360.0,The Spanish Civil War 1936-1939,2010,"Charles Kibler,Rodger B. MacGowan","Civil War,Wargame",,Javier Romero,"Country: Spain,History: Interwar period,History: Spanish Civil War,Players: Games with Solitaire Rules,Players: Wargames with Solitaire Rules","Chit-Pull System,Dice Rolling,Hexagon Grid,Simulation",GMT Games,230,7.30717
30130,148,34696,6.0,30.0,8.0,2.0,30.0,Drachen Wurf,2008,Michael Menzel,"Dice,Fantasy",,Wolfgang Panning,"Components: Dice with Icons,Creatures: Dragons,Series: Easy Play (Schmidt Spiele)","Dice Rolling,Re-rolling and Locking,Set Collection",Schmidt Spiele,293,5.90051
30134,152,34701,6.0,30.0,0.0,2.0,30.0,Thor,2002,Franz Vohwinkel,"Card Game,Mythology",,Reiner Knizia,"Mythology: Norse,Theme: Vikings",Stock Holding,"Heidelberger Spieleverlag,Nürnberger-Spielkarten-Verlag",313,6.4624
30140,158,34707,4.0,45.0,8.0,2.0,45.0,The Hanging Gardens,2008,Harald Lieske,Ancient,,Din Li Tsan,"Admin: Better Description Needed!,Digital Implementations: Yucata,Mechanism: Partially overlapping cards,Theme: Gardening","Layering,Melding and Splaying,Set Collection,Tile Placement","Hans im Glück,Rio Grande Games",2214,6.7744
30172,190,34744,4.0,20.0,8.0,3.0,20.0,Clue Express,2008,,"Deduction,Dice",,"Garrett J. Donner,Wendy L. Harris,Brian S. Spence,Michael S. Steer","Admin: Better Description Needed!,Game: Cluedo / Clue (Parker Brothers, et al),Series: Express Line (Hasbro)",Dice Rolling,"Hasbro,Parker Brothers",143,5.92867
30173,191,34745,4.0,20.0,7.0,2.0,20.0,Battleship Express,2007,,"Dice,Travel",,Reiner Knizia,"Game: Battleship,Series: Express Line (Hasbro)","Dice Rolling,Take That","Hasbro,Parker Brothers",307,5.4687
30174,192,34747,2.0,50.0,0.0,2.0,50.0,Jena 20,2008,"John R. Cooper,Mark Simonitch","Napoleonic,Wargame","Prussia 20,Rising Glory","Alan Emrich,Rodger B. MacGowan,Joseph Miranda","Cities: Jena (Thuringia, Germany),Magazine: C3i,Players: Two Player Only Games,Series: Napoleonic 20 (Victory Point Games)",Hexagon Grid,"GMT Games,RBM Studio,Victory Point Games",269,6.77435
30242,260,34819,4.0,10.0,4.0,2.0,10.0,Pengoloo,2007,,"Animals,Children's Game,Dice,Memory",,Thierry Denoual,Animals: Penguins,"Memory,Set Collection","Asmodee,Blue Orange (EU),Blue Orange Games,Brainteasers,Feelindigo,FoxGames,GoKids 玩樂小子,Korea Boardgames Co., Ltd.,Lúdilo,Siam Board Games",440,5.98871
30251,269,34829,4.0,35.0,8.0,2.0,35.0,Ilium,2008,"Malcolm McClinton,Eva Widermann",Ancient,,Reiner Knizia,"Country: Greece,Country: Turkey,Theme: Archaeology / Paleontology","Area Majority / Influence,Set Collection",Playroom Entertainment,370,6.17443
30262,280,34843,5.0,45.0,8.0,2.0,45.0,Wizard's Gambit,2008,"Eric Drever,Steve Ellis (I),Gary Hanna,Laurenn Stipes,Matthew Stipes","Card Game,Fantasy",,"Eric Drever,Matthew Stipes",,Hand Management,Gryphon Forge Games,186,5.99086
30277,295,34871,4.0,90.0,13.0,2.0,90.0,Ventura,2011,"Maichol Quinto,Gianluca Santopietro,Demis Savini","Renaissance,Territory Building,Wargame",,"Alberto Menoncin,Silvio Negri-Clementi","Admin: Better Description Needed!,Country: Italy","Area Majority / Influence,Card Drafting,Grid Movement,Modular Board,Simultaneous Action Selection,Tile Placement","Stratelibri,Fantasy Flight Games",479,6.37098
30292,310,34887,4.0,60.0,13.0,3.0,60.0,Revolution!,2009,"Will Schoonover,Claus Stephan,Ben Williams","Bluffing,Deduction,Political",,Philip duBarry,Game: Revolution!,"Area Majority / Influence,Auction/Bidding,Multiple-Lot Auction,Simultaneous Action Selection","Pegasus Spiele,Revolution Games (I),Steve Jackson Games",4124,6.72405
30301,319,34905,10.0,30.0,12.0,4.0,20.0,Backseat Drawing,2008,"John Kovalic,Cathleen Quinn-Kinney",Party Game,,"Peggy Brown,Catherine Rondeau",,"Line Drawing,Team-Based Game",Out of the Box Publishing,205,6.17683
30334,352,34943,4.0,15.0,8.0,1.0,15.0,Double Shutter,2007,(Uncredited),"Dice,Math,Number",,Thierry Denoual,Traditional Games: Shut the Box,Dice Rolling,Blue Orange Games,155,5.92372
30339,357,34948,2.0,10.0,5.0,2.0,5.0,All Queens Chess,2008,,"Abstract Strategy,Animals,Children's Game,Humor",,"Elliot Rudell,Rudell Design","Animals: Ducks,Category: Combinatorial,Category: n in a row,Components: 5 x 5 Grids,Players: Two Player Only Games","Pattern Building,Pattern Recognition","The Happy Puzzle Company,ThinkFun",120,6.08028
30349,367,34958,5.0,6.0,8.0,2.0,6.0,Six,2008,Christof Tisch,Dice,,Matthias Prinz,,Dice Rolling,AMIGO,109,5.49679
30360,378,34969,2.0,40.0,8.0,2.0,15.0,Ubongo: Duel,2008,Nicolas Neubauer,"Puzzle,Real-time",,Grzegorz Rejchtman,"Components: Polyominoes,Game: Ubongo,Players: Two Player Only Games,Series: Two-player games (Kosmos),Versions & Editions: Two-Player Versions of More-Player Games",Pattern Building,"Competo / Marektoy,KOSMOS,White Goblin Games,Z-Man Games, Inc.",1044,6.85768
30405,423,35017,6.0,30.0,13.0,1.0,30.0,Chaos Isle: Zombi Deck,2008,,"Card Game,Fighting,Horror,Zombies",Chaos Isle: Deluxe Survivor's Kit,"John J. Perry, Jr.,Josh Pinciaro",Creatures: Zombies,"Dice Rolling,Variable Player Powers",RealmsMasters Game Forge,121,6.08388
30421,439,35035,2.0,90.0,0.0,2.0,90.0,World at War: Blood and Bridges,2008,"Olivier Revenu,Marc von Martial","Modern Warfare,Wargame",,"Jim Snyder,Mark H. Walker","Players: Two Player Only Games,Series: World at War (Lock 'n Load Publishing)","Chit-Pull System,Dice Rolling,Hexagon Grid","Lock 'n Load Publishing, LLC.",381,7.59889
30437,455,35052,6.0,360.0,12.0,2.0,360.0,Axis & Allies Anniversary Edition,2008,"Blake Beasley,Jim Butcher (II),Leon Cortez,Todd Gamble,Allison Shinkle,Katie Wright","Wargame,World War II",,"Larry Harris, Jr.","Components: Map (Global Scale),Components: Miniatures,Country: Germany,Country: Japan,Country: Soviet Union,Country: United Kingdom,Country: USA,Game: Axis & Allies (Avalon Hill)","Area Majority / Influence,Area Movement,Dice Rolling,Team-Based Game","Avalon Hill Games, Inc.",2655,7.42297
30504,22,35122,2.0,30.0,8.0,2.0,30.0,"Yetisburg: Titanic Battles in History, Vol. 1",2008,"Andrew Hou,Sae Jin","American Civil War,Card Game,Fighting,Humor,Wargame",,"Joshua J. Frost,Mike Selinker","Admin: Better Description Needed!,Creatures: Bigfoot / Yeti / Sasquatch,Players: Two Player Only Games,Region: Arctic","Area Movement,Hand Management","Paizo Publishing,Titanic Games",274,5.73127
30549,67,35173,6.0,15.0,4.0,2.0,15.0,Pop the Pig,2007,,"Animals,Children's Game",,,"Animals: Pigs,Characters: Schweine Schwarte,Components: 3-Dimensional (3D),Theme: Anthropomorphic Animals",Dice Rolling,"Amo Oy,AS Company,Crown & Andrews Ltd.,danspil,Drumond Park Ltd.,Goliath Games,Hasbro,John Adams Toys",244,4.09754
30555,73,35179,6.0,50.0,12.0,2.0,50.0,Globalissimo,2008,Bernd Wagenfeld,"Educational,Trivia",,Günter Burkhardt,,Betting and Bluffing,"Kaissa Chess & Games,KOSMOS",167,6.60263
30564,82,35188,10.0,40.0,12.0,2.0,40.0,Legends of the Three Kingdoms,2007,KayaK,"Ancient,Bluffing,Card Game,Civil War,Fighting,Novel-based","San Guo Sha: Complete Edition,San Guo Sha: Complete Edition,San Guo Sha: Guan Yu Stamp Edition",KayaK,"Continents: Asia,Game: San Guo Sha,Theme: Anime / Manga,Theme: Romance of the Three Kingdoms","Hand Management,Role Playing,Team-Based Game,Variable Player Powers","FI Entertainment Co., Ltd.,Phantasia Co., Ltd,YOKA Games,Ziko Games",784,5.92926
30582,100,35207,6.0,35.0,12.0,3.0,35.0,Likewise!,2008,,"Card Game,Party Game",,Dugald Keith (II),,"Dice Rolling,Line Drawing",Buffalo Games,136,5.81081
30613,131,35247,5.0,20.0,8.0,2.0,20.0,Qubix,2011,,Abstract Strategy,,Adam Kałuża,Components: 3-Dimensional (3D),"Pattern Building,Tile Placement",Granna,178,5.59382
30614,132,35248,5.0,60.0,10.0,3.0,45.0,Batavia,2008,Michael Menzel,"Economic,Nautical,Renaissance",,"Dan Glimne,Grzegorz Rejchtman","Cities: Jakarta (Indonesia),Country: India,Country: Indonesia","Auction/Bidding,Set Collection,Stock Holding","Queen Games,Bergsala Enigma (Enigma),M-Ágnes",1152,6.39585
30621,139,35256,9.0,30.0,13.0,2.0,30.0,Caledea: The Epic Strategy Game,2008,Eliot Brown,"Territory Building,Wargame",,"Eliot Brown,Vincent Milosevich",,"Action Points,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers","Caledea, LLC",142,5.89563
30647,165,35285,5.0,60.0,12.0,3.0,60.0,German Railways,2008,Harald Lieske,"Economic,Trains,Transportation",,John Bohrer,"Series: Cube Rails,Series: Historic Railroads System (Winsome Games),Series: Iron Horse Collection (Queen Games),Series: Winsome Essen Sets","Auction/Bidding,Network and Route Building,Stock Holding","Queen Games,Winsome Games",822,6.85012
30651,169,35289,4.0,60.0,10.0,3.0,60.0,The Dutch Golden Age,2008,Michael Menzel,"Economic,Territory Building",,"Giuseppe Baù,Leo Colovini",Country: The Netherlands,"Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling,Race,Random Production,Resource to Move,Roll / Spin and Move,Set Collection,Track Movement","Mayfair Games,Millenium,Phalanx Games B.V.,Phalanx Games Deutschland,Phalanx Games Polska",589,6.34371
30655,173,35293,4.0,60.0,8.0,3.0,60.0,Im Reich der Wüstensöhne,2008,"Michaela Kienle,Annette Nora Kara","Arabian,Exploration",,Klaus Teuber,Theme: Deserts,Tile Placement,"KOSMOS,Laser plus,Piatnik",281,6.46299
30656,174,35294,4.0,30.0,8.0,2.0,30.0,Indiana Jones DVD Adventure Game,2008,,"Adventure,Electronic,Exploration,Movies / TV / Radio theme,Mythology",,Simon Russell,"Components: DVDs,Movies: Indiana Jones,Occupation: Adventurer / Explorer,Theme: Archaeology / Paleontology",,"Hasbro,Parker Brothers",118,4.9572
30667,185,35305,2.0,30.0,10.0,2.0,30.0,Kahmaté,2008,Pawa,Sports,,Igor Davin,"Players: Two Player Only Games,Sports: Rugby","Hand Management,Variable Player Powers",Id&aL Editions,108,6.3075
30668,186,35306,2.0,30.0,10.0,2.0,30.0,Battlefields of Olympus,2008,"Shih-Kai Chang,Fred Dee,Ryan Slemko","Ancient,Card Game,Mythology,Wargame",,Peter A. Grant,"Country: Greece,Mythology: Greek,Organizations: The Game Artisans of Canada,Players: Two Player Only Games","Campaign / Battle Card Driven,Hand Management,Rock-Paper-Scissors",Smartass Games Ltd.,137,6.16533
30673,191,35311,4.0,15.0,0.0,2.0,15.0,Sixis,2008,Chris Cieslik,"Card Game,Dice",,Chris Cieslik,,Dice Rolling,Asmadi Games,111,6.24351
30702,220,35342,2.0,60.0,0.0,2.0,60.0,Hold the Line,2008,"Sean Cooke,Don Troiani,Gary Zaboly","Age of Reason,American Revolutionary War,Wargame",,"Matt Burchfield,Grant Wylie,Mike Wylie","History: Age of Kings,Holidays:  4th of July,Players: Two Player Only Games,Series: Hold the Line (Worthington)","Action Points,Dice Rolling,Hexagon Grid,Line of Sight,Modular Board",Worthington Games,531,7.2912
30710,228,35350,1.0,90.0,12.0,1.0,90.0,Field Commander: Alexander,2009,Wan Chiu,"Ancient,Wargame",,Dan Verssen,"Country: Greece,History: Wars of Alexander the Great,Players: Games with Solitaire Rules,Players: Solitaire Only Games,Players: Solitaire Only Wargames,Players: Wargames with Solitaire Rules,Series: Field Commander (DVG)","Area Movement,Dice Rolling,Solo / Solitaire Game",Dan Verssen Games (DVG),800,7.09054
30726,244,35369,6.0,30.0,8.0,2.0,5.0,Martian Fluxx,2009,,"Card Game,Science Fiction",,Andrew Looney,"Creatures: Aliens / Extraterrestrials,Game: Fluxx,Space: Mars","Hand Management,Variable Player Powers",Looney Labs,933,6.21223
30732,250,35376,6.0,45.0,10.0,2.0,45.0,Bandits,2008,Jorge Baeza,"American West,Card Game,Fighting",,"Westley Ciaramella,Keith Millman",,,Buffalo Games,192,5.92318
30747,265,35395,7.0,180.0,14.0,3.0,90.0,Salem,2016,Levi Hastings,"Deduction,Educational,Horror",,Joshua Gerald Balvin,"Crowdfunding: Kickstarter,States: Massachusetts,Theme: Witches","Pattern Recognition,Simulation,Simultaneous Action Selection,Variable Phase Order,Voting","Passport Game Studios,Rock Paper Scissors Games",207,6.36768
30750,268,35400,0.0,240.0,16.0,1.0,45.0,Nations at War: White Star Rising,2010,Marc von Martial,"Wargame,World War II",,Sean Druelinger,"Country: Belgium,Country: France,Country: Germany,Series: Nations at War (Lock 'n Load Publishing)","Chit-Pull System,Hexagon Grid","Lock 'n Load Publishing, LLC.",293,7.40751
30768,286,35423,6.0,180.0,12.0,3.0,180.0,Founding Fathers,2007,"Luca Cammisa,Rick Heli","Napoleonic,Negotiation,Political,Post-Napoleonic,Print & Play",,Rick Heli,"Country: USA,Political: Elections","Simulation,Variable Player Powers,Voting","(Web published),The Game Crafter, LLC,Up and Away Games",171,7.88086
30776,294,35435,4.0,45.0,10.0,3.0,45.0,Nefertiti,2008,Alexandre Roche,Ancient,,"Jacques Bariot,Thomas Cauët,Guillaume Montiage","Admin: Better Description Needed!,Country: Egypt,Historical Figures: Nefertiti","Auction/Bidding,Set Collection","Matagot,Heidelberger Spieleverlag,Rio Grande Games",1907,6.99713
30778,296,35438,6.0,60.0,6.0,2.0,60.0,Moto Grand Prix,2008,Demis Savini,"Racing,Sports",,Gianluca Santopietro,"Admin: Better Description Needed!,Sports: Motorcycle Racing,Theme: Motorcycles","Dice Rolling,Modular Board,Roll / Spin and Move,Simulation","Edge Entertainment,Fantasy Flight Games,Nexus Editrice,Ubik",432,6.2957
30791,309,35452,4.0,180.0,0.0,1.0,180.0,Lincoln's War,2013,"Nicolás Eskubi,Mark Mahaffey","American Civil War,Wargame",,John Poniske,Crowdfunding: Kickstarter,Campaign / Battle Card Driven,Multi-Man Publishing,106,6.37217
30803,321,35472,6.0,20.0,7.0,1.0,20.0,Triovision,2008,Sabine Kondirolli,"Abstract Strategy,Real-time",,Susanne Galonska,,"Pattern Building,Pattern Recognition","Dr. Wood Challenge Centre,Fat Brain Toy Company,förlAgo AB,Granna,HUCH!,Lemada Light Industries",215,6.41749
